investment_id,client_id,client_name,age,city,state,asset_type,risk_category,investment_amount,annual_return_amount,investment_years,investment_start_date,investment_end_date,roi_percent,total_invested,asset_risk_score,roi_risk_score,risk_score,risk_level
1639,INV101638,Ritu Verma,33,Nagpur,Tamil Nadu,Equity,High,1527880.0,244460.8,4.6575,2022-11-11,2027-07-08,16.0,1527880.0,3,3,3.0,High
1640,INV101639,Kavita Mehta,59,Chennai,Maharashtra,Fixed Deposit,Low,4994707.0,419055.92,4.4795,2023-01-30,2027-07-23,8.390000054057225,4994707.0,1,2,1.4,Low
1641,INV101640,Sunil Verma,63,Nagpur,Rajasthan,ETF,Medium,4180952.0,329459.02,3.7123,2020-10-01,2024-06-17,7.880000057403194,4180952.0,2,1,1.6,Low
1642,INV101641,Priya Khan,55,Hyderabad,Telangana,ETF,Medium,437551.0,53775.02,3.9753,2021-03-27,2025-03-17,12.290000479944052,437551.0,2,2,2.0,Medium
1643,INV101642,Rakesh Khan,30,Hyderabad,Tamil Nadu,Mutual Fund,Medium,4995480.0,1009086.96,2.137,2019-09-25,2021-11-13,20.2,4995480.0,2,3,2.4000000000000004,High
1644,INV101643,Vikas Deshmukh,32,Mumbai,Karnataka,Equity,High,4499112.0,724357.03,2.8767,2021-07-28,2024-06-12,16.099999955546785,4499112.0,3,3,3.0,High
1645,INV101644,Rajesh Kulkarni,61,Bengaluru,Rajasthan,Equity,High,3152562.0,604030.88,3.1205,2020-09-22,2023-11-05,19.160000025376185,3152562.0,3,3,3.0,High
1646,INV101645,Prakash Kulkarni,59,Kolkata,Gujarat,Debt Fund,Low,209987.0,13712.15,3.2192,2020-08-08,2023-10-27,6.529999476158048,209987.0,1,1,1.0,Low
1647,INV101646,Deepak Agarwal,47,Mumbai,Tamil Nadu,Debt Fund,Low,3976038.0,819859.04,3.3534,2018-07-02,2021-11-07,20.62000011066293,3976038.0,1,3,1.8000000000000003,Medium
1648,INV101647,Deepak Sharma,62,Bengaluru,Gujarat,Fixed Deposit,Low,3611697.0,303382.55,3.6384,2019-03-28,2022-11-15,8.400000055375632,3611697.0,1,2,1.4,Low
1649,INV101648,Pooja Patil,61,Delhi,West Bengal,Mutual Fund,Medium,4095695.0,489025.98,4.1726,2021-07-24,2025-09-24,11.939999926752359,4095695.0,2,2,2.0,Medium
1650,INV101649,Pooja Verma,35,Kolkata,Gujarat,ETF,Medium,3311852.0,486179.87,3.063,2019-01-03,2022-01-25,14.679999891299492,3311852.0,2,2,2.0,Medium
1651,INV101650,Prakash Joshi,64,Jaipur,Gujarat,Debt Fund,Low,2714146.0,223374.22,4.4438,2019-10-06,2024-03-15,8.230000154744808,2714146.0,1,2,1.4,Low
1652,INV101651,Rajesh Kulkarni,39,Bengaluru,Delhi,Debt Fund,Low,3672443.0,581347.73,2.8521,2023-06-15,2026-04-21,15.830000084412474,3672443.0,1,3,1.8000000000000003,Medium
1653,INV101652,Nikita Deshmukh,41,Jaipur,Rajasthan,Debt Fund,Low,3517878.0,501297.61,5.2247,2019-05-16,2024-08-04,14.249999857868861,3517878.0,1,2,1.4,Low
1654,INV101653,Priya Patil,34,Mumbai,West Bengal,Fixed Deposit,Low,2461897.0,487209.42,5.2575,2020-12-12,2026-03-15,19.79000015029061,2461897.0,1,3,1.8000000000000003,Medium
1655,INV101654,Priya Joshi,62,Pune,Telangana,Mutual Fund,Medium,4201601.0,715112.49,4.7534,2021-03-24,2025-12-23,17.01999999523991,4201601.0,2,3,2.4000000000000004,High
1656,INV101655,Rahul Patil,32,Mumbai,Rajasthan,Debt Fund,Low,266908.0,58613.0,1.7233,2020-07-01,2022-03-22,21.960001198914984,266908.0,1,3,1.8000000000000003,Medium
1657,INV101656,Sneha Gupta,46,Jaipur,Karnataka,Mutual Fund,Medium,4550098.0,466840.05,5.4,2021-12-24,2027-05-18,10.259999894507766,4550098.0,2,2,2.0,Medium
1658,INV101657,Kavita Verma,34,Jaipur,Maharashtra,Equity,High,285233.0,13605.61,2.7068,2020-06-05,2023-02-18,4.769998562578664,285233.0,3,1,2.1999999999999997,Medium
1659,INV101658,Anjali Gupta,50,Ahmedabad,Gujarat,Mutual Fund,Medium,3184427.0,188518.08,5.1151,2019-02-22,2024-04-03,5.920000050244518,3184427.0,2,1,1.6,Low
1660,INV101659,Priya Agarwal,30,Pune,Tamil Nadu,ETF,Medium,3030163.0,463614.94,1.011,2023-05-28,2024-05-31,15.300000033001526,3030163.0,2,3,2.4000000000000004,High
1661,INV101660,Sunil Verma,29,Ahmedabad,West Bengal,Equity,High,2702696.0,199999.5,3.1753,2020-03-23,2023-05-26,7.399999851999634,2702696.0,3,1,2.1999999999999997,Medium
1662,INV101661,Anil Sharma,40,Bengaluru,Rajasthan,Debt Fund,Low,2688257.0,538189.05,1.8822,2020-04-14,2022-03-02,20.019999947921647,2688257.0,1,3,1.8000000000000003,Medium
1663,INV101662,Anjali Khan,51,Ahmedabad,Maharashtra,Equity,High,3610619.0,279461.91,2.3014,2019-09-09,2021-12-27,7.739999983382351,3610619.0,3,1,2.1999999999999997,Medium
1664,INV101663,Kavita Khan,28,Pune,Rajasthan,Gold,Medium,2832282.0,475540.15,2.5726,2021-03-11,2023-10-06,16.79000007767588,2832282.0,2,3,2.4000000000000004,High
1665,INV101664,Deepak Gupta,28,Delhi,West Bengal,Equity,High,740321.0,91651.74,2.6932,2018-03-18,2020-11-25,12.380000027015308,740321.0,3,2,2.5999999999999996,High
1666,INV101665,Vikas Mehta,46,Delhi,Telangana,Mutual Fund,Medium,4889941.0,732024.17,2.8959,2020-03-11,2023-02-01,14.970000047035334,4889941.0,2,2,2.0,Medium
1667,INV101666,Anil Gupta,50,Delhi,Telangana,Equity,High,1486124.0,226188.07,1.0904,2018-10-07,2019-11-09,15.219999811590421,1486124.0,3,3,3.0,High
1668,INV101667,Rakesh Agarwal,54,Mumbai,Rajasthan,Gold,Medium,2040960.0,154092.48,1.3781,2020-06-22,2021-11-07,7.550000000000001,2040960.0,2,1,1.6,Low
1669,INV101668,Sunil Sharma,36,Hyderabad,Telangana,Equity,High,4213010.0,630687.6,2.7671,2022-07-25,2025-04-30,14.970000071207995,4213010.0,3,2,2.5999999999999996,High
1670,INV101669,Rajesh Mehta,35,Mumbai,Telangana,Debt Fund,Low,1651577.0,336591.39,5.3178,2021-02-12,2026-06-07,20.379999842574705,1651577.0,1,3,1.8000000000000003,Medium
1671,INV101670,Swati Sharma,30,Nagpur,Karnataka,ETF,Medium,1305702.0,63195.98,1.3808,2020-07-27,2021-12-13,4.840000245078892,1305702.0,2,1,1.6,Low
1672,INV101671,Sneha Kulkarni,59,Pune,Rajasthan,ETF,Medium,2655128.0,131163.32,5.0521,2020-06-18,2025-07-06,4.939999879478504,2655128.0,2,1,1.6,Low
1673,INV101672,Nikita Patil,41,Chennai,West Bengal,ETF,Medium,4353973.0,425818.56,4.4904,2018-08-05,2023-01-30,9.780000013780517,4353973.0,2,2,2.0,Medium
1674,INV101673,Ritu Patil,46,Nagpur,Karnataka,Debt Fund,Low,4703197.0,926529.81,4.8,2022-06-04,2027-03-22,19.700000021262134,4703197.0,1,3,1.8000000000000003,Medium
1675,INV101674,Rajesh Joshi,34,Kolkata,Telangana,ETF,Medium,3079323.0,336570.0,4.9973,2019-08-01,2024-07-29,10.929999873348786,3079323.0,2,2,2.0,Medium
1676,INV101675,Rahul Verma,58,Ahmedabad,Maharashtra,Mutual Fund,Medium,840127.0,153743.24,1.4822,2018-06-23,2019-12-16,18.29999988097038,840127.0,2,3,2.4000000000000004,High
1677,INV101676,Suresh Mehta,28,Bengaluru,Maharashtra,ETF,Medium,4837213.0,555795.77,1.2795,2021-06-11,2022-09-21,11.489999923509673,4837213.0,2,2,2.0,Medium
1678,INV101677,Rajesh Gupta,36,Pune,Rajasthan,Equity,High,1467104.0,151845.26,4.463,2021-06-22,2025-12-07,10.349999727354026,1467104.0,3,2,2.5999999999999996,High
1679,INV101678,Sunil Deshmukh,60,Nagpur,Karnataka,Equity,High,1392062.0,282588.59,2.4274,2022-03-13,2024-08-15,20.300000287343526,1392062.0,3,3,3.0,High
1680,INV101679,Neha Kulkarni,62,Delhi,Telangana,ETF,Medium,2626500.0,175712.85,3.1123,2018-12-27,2022-02-05,6.69,2626500.0,2,1,1.6,Low
1681,INV101680,Prakash Mehta,26,Ahmedabad,Rajasthan,Fixed Deposit,Low,4726312.0,883820.34,2.6493,2019-08-17,2022-04-10,18.699999915367414,4726312.0,1,3,1.8000000000000003,Medium
1682,INV101681,Amit Gupta,64,Ahmedabad,West Bengal,Equity,High,2973220.0,125172.56,1.9315,2022-07-06,2024-06-10,4.209999932732862,2973220.0,3,1,2.1999999999999997,Medium
1683,INV101682,Nikita Patil,50,Delhi,Karnataka,Fixed Deposit,Low,2827494.0,209517.31,2.4438,2020-10-14,2023-03-25,7.410000162688232,2827494.0,1,1,1.0,Low
1684,INV101683,Ritu Gupta,35,Hyderabad,Karnataka,Equity,High,3673847.0,301255.45,3.7918,2023-03-02,2026-12-15,8.199999891122303,3673847.0,3,2,2.5999999999999996,High
1685,INV101684,Anil Sharma,48,Nagpur,Tamil Nadu,Equity,High,3550137.0,365309.1,4.3918,2022-07-16,2026-12-05,10.290000076053403,3550137.0,3,2,2.5999999999999996,High
1686,INV101685,Swati Agarwal,39,Delhi,Rajasthan,ETF,Medium,3643630.0,288939.86,2.7699,2019-10-13,2022-07-20,7.930000027445157,3643630.0,2,1,1.6,Low
1687,INV101686,Prakash Patil,27,Chennai,Delhi,Debt Fund,Low,1493266.0,233248.15,5.0548,2021-06-28,2026-07-17,15.620000053573843,1493266.0,1,3,1.8000000000000003,Medium
1688,INV101687,Deepak Deshmukh,31,Ahmedabad,Maharashtra,Equity,High,4514865.0,202717.44,1.5425,2019-11-27,2021-06-12,4.490000033223584,4514865.0,3,1,2.1999999999999997,Medium
1689,INV101688,Suresh Verma,36,Pune,Karnataka,Equity,High,4683146.0,905252.12,1.8795,2022-10-19,2024-09-04,19.329999961564297,4683146.0,3,3,3.0,High
1690,INV101689,Pooja Joshi,34,Ahmedabad,Gujarat,Fixed Deposit,Low,2683636.0,354239.95,4.989,2018-08-19,2023-08-14,13.199999925474245,2683636.0,1,2,1.4,Low
1691,INV101690,Rakesh Joshi,45,Ahmedabad,Maharashtra,Gold,Medium,3567719.0,333938.5,4.2685,2022-04-13,2026-07-19,9.360000044846581,3567719.0,2,2,2.0,Medium
1692,INV101691,Rahul Agarwal,36,Kolkata,Rajasthan,Mutual Fund,Medium,2763514.0,483614.95,1.0027,2021-10-11,2022-10-12,17.5,2763514.0,2,3,2.4000000000000004,High
1693,INV101692,Kavita Kulkarni,50,Pune,Gujarat,ETF,Medium,4568627.0,451837.21,4.5781,2020-03-05,2024-10-01,9.889999993433477,4568627.0,2,2,2.0,Medium
1694,INV101693,Sneha Patil,36,Delhi,Karnataka,Equity,High,2684657.0,425518.13,5.011,2018-10-16,2023-10-19,15.849999832380824,2684657.0,3,3,3.0,High
1695,INV101694,Deepak Verma,43,Ahmedabad,Delhi,Equity,High,736567.0,35502.53,3.9836,2019-06-03,2023-05-27,4.820000081458985,736567.0,3,1,2.1999999999999997,Medium
1696,INV101695,Nikita Khan,42,Nagpur,Telangana,Equity,High,3945626.0,266724.32,4.4192,2021-04-19,2025-09-18,6.76000006082685,3945626.0,3,1,2.1999999999999997,Medium
1697,INV101696,Amit Patil,25,Mumbai,West Bengal,Mutual Fund,Medium,366953.0,18457.74,3.2986,2020-05-14,2023-08-31,5.030001117309302,366953.0,2,1,1.6,Low
1698,INV101697,Amit Gupta,65,Hyderabad,Karnataka,Debt Fund,Low,4723484.0,475182.49,1.5397,2019-01-22,2020-08-06,10.059999991531674,4723484.0,1,2,1.4,Low
1699,INV101698,Priya Patil,51,Jaipur,Maharashtra,Equity,High,4641433.0,936641.18,2.9918,2018-01-04,2020-12-31,20.180000012927042,4641433.0,3,3,3.0,High
1700,INV101699,Sneha Deshmukh,39,Ahmedabad,Telangana,Fixed Deposit,Low,4679364.0,774902.68,5.2411,2020-07-25,2025-10-20,16.560000034192683,4679364.0,1,3,1.8000000000000003,Medium
1701,INV101700,Ritu Agarwal,30,Pune,Gujarat,Mutual Fund,Medium,3432671.0,553346.57,2.2027,2019-02-22,2021-05-06,16.1200001398328,3432671.0,2,3,2.4000000000000004,High
1702,INV101701,Rakesh Sharma,29,Nagpur,Karnataka,Mutual Fund,Medium,1078747.0,91262.0,5.3589,2023-05-31,2028-10-07,8.46000035226054,1078747.0,2,2,2.0,Medium
1703,INV101702,Sunil Gupta,36,Jaipur,Delhi,Fixed Deposit,Low,1478042.0,85430.83,5.1014,2020-11-06,2025-12-12,5.780000162376982,1478042.0,1,1,1.0,Low
1704,INV101703,Rakesh Sharma,52,Jaipur,Karnataka,Equity,High,365967.0,41390.87,3.1616,2020-10-06,2023-12-04,11.310000628471967,365967.0,3,2,2.5999999999999996,High
1705,INV101704,Sunil Verma,64,Kolkata,Rajasthan,Gold,Medium,4714969.0,632277.34,2.4932,2022-07-24,2025-01-19,13.409999938493764,4714969.0,2,2,2.0,Medium
1706,INV101705,Swati Joshi,40,Hyderabad,Rajasthan,Mutual Fund,Medium,4420878.0,729886.96,3.3507,2021-04-30,2024-09-04,16.51000004976387,4420878.0,2,3,2.4000000000000004,High
1707,INV101706,Kavita Agarwal,48,Ahmedabad,Gujarat,Mutual Fund,Medium,339555.0,74124.86,4.9342,2018-11-05,2023-10-11,21.830001030760847,339555.0,2,3,2.4000000000000004,High
1708,INV101707,Deepak Kulkarni,64,Hyderabad,West Bengal,Mutual Fund,Medium,3168744.0,454714.76,3.5123,2019-10-25,2023-04-29,14.34999987376702,3168744.0,2,2,2.0,Medium
1709,INV101708,Prakash Patil,62,Kolkata,Tamil Nadu,ETF,Medium,3850347.0,589488.13,5.1397,2020-06-29,2025-08-18,15.310000111678246,3850347.0,2,3,2.4000000000000004,High
1710,INV101709,Anjali Khan,64,Kolkata,Maharashtra,Fixed Deposit,Low,3656154.0,424479.48,1.3507,2019-09-16,2021-01-21,11.610000016410686,3656154.0,1,2,1.4,Low
1711,INV101710,Pooja Khan,61,Chennai,Tamil Nadu,Equity,High,4035978.0,384628.7,4.137,2019-06-07,2023-07-26,9.529999915757717,4035978.0,3,2,2.5999999999999996,High
1712,INV101711,Rakesh Agarwal,54,Bengaluru,Rajasthan,Fixed Deposit,Low,1823541.0,336443.31,2.6959,2022-10-01,2025-06-11,18.449999753227374,1823541.0,1,3,1.8000000000000003,Medium
1713,INV101712,Rakesh Agarwal,43,Bengaluru,Tamil Nadu,Debt Fund,Low,3080334.0,237493.75,3.9918,2021-01-03,2024-12-30,7.709999954550383,3080334.0,1,1,1.0,Low
1714,INV101713,Neha Patil,32,Nagpur,Gujarat,Mutual Fund,Medium,1598089.0,254575.58,1.0548,2020-03-18,2021-04-07,15.930000143921896,1598089.0,2,3,2.4000000000000004,High
1715,INV101714,Amit Joshi,36,Ahmedabad,Tamil Nadu,Debt Fund,Low,527864.0,58804.05,1.3425,2021-05-17,2022-09-19,11.140000075777094,527864.0,1,2,1.4,Low
1716,INV101715,Deepak Sharma,46,Bengaluru,Telangana,Fixed Deposit,Low,2057569.0,82508.52,4.1151,2021-03-19,2025-04-29,4.010000150663235,2057569.0,1,1,1.0,Low
1717,INV101716,Pooja Agarwal,40,Nagpur,Rajasthan,Debt Fund,Low,4173908.0,363547.39,4.1041,2018-08-06,2022-09-12,8.710000076666761,4173908.0,1,2,1.4,Low
1718,INV101717,Kavita Agarwal,31,Delhi,Maharashtra,Debt Fund,Low,596305.0,23911.83,5.0384,2019-12-08,2024-12-20,4.009999916150293,596305.0,1,1,1.0,Low
1719,INV101718,Priya Kulkarni,52,Jaipur,Maharashtra,Fixed Deposit,Low,1014461.0,142430.32,3.4575,2019-01-28,2022-07-13,14.03999956627214,1014461.0,1,2,1.4,Low
1720,INV101719,Rahul Sharma,32,Chennai,West Bengal,ETF,Medium,363625.0,57343.66,3.3233,2018-11-28,2022-03-25,15.769999312478516,363625.0,2,3,2.4000000000000004,High
1721,INV101720,Anil Khan,63,Chennai,Rajasthan,Debt Fund,Low,2137149.0,189778.83,2.4137,2023-04-29,2025-09-26,8.879999943850429,2137149.0,1,2,1.4,Low
1722,INV101721,Vikas Kulkarni,27,Nagpur,Karnataka,Equity,High,3739484.0,525771.45,3.0986,2022-08-04,2025-09-08,14.059999989303334,3739484.0,3,2,2.5999999999999996,High
1723,INV101722,Neha Agarwal,36,Nagpur,Delhi,Fixed Deposit,Low,3087300.0,463095.0,1.7671,2020-09-05,2022-06-12,15.0,3087300.0,1,2,1.4,Low
1724,INV101723,Anjali Sharma,41,Bengaluru,Rajasthan,Gold,Medium,2178971.0,171702.91,2.6521,2021-09-13,2024-05-08,7.879999779712535,2178971.0,2,1,1.6,Low
1725,INV101724,Nikita Agarwal,45,Pune,Telangana,Fixed Deposit,Low,2620731.0,427965.37,2.2493,2021-05-08,2023-08-07,16.32999991223823,2620731.0,1,3,1.8000000000000003,Medium
1726,INV101725,Neha Gupta,38,Nagpur,Maharashtra,Equity,High,251226.0,32156.93,2.611,2018-10-08,2021-05-18,12.800000796095945,251226.0,3,2,2.5999999999999996,High
1727,INV101726,Ritu Deshmukh,65,Kolkata,Rajasthan,Mutual Fund,Medium,3508353.0,221026.24,1.3808,2018-07-07,2019-11-23,6.300000028503402,3508353.0,2,1,1.6,Low
1728,INV101727,Pooja Joshi,45,Ahmedabad,West Bengal,Mutual Fund,Medium,2470795.0,337263.52,4.463,2019-05-20,2023-11-04,13.650000101182009,2470795.0,2,2,2.0,Medium
1729,INV101728,Neha Verma,50,Ahmedabad,West Bengal,Gold,Medium,2760822.0,195190.12,4.9973,2018-10-14,2023-10-12,7.070000166617044,2760822.0,2,1,1.6,Low
1730,INV101729,Shilpa Sharma,48,Jaipur,Delhi,Debt Fund,Low,904923.0,109314.7,1.2904,2023-02-20,2024-06-05,12.080000176810623,904923.0,1,2,1.4,Low
1731,INV101730,Deepak Gupta,34,Kolkata,Tamil Nadu,Equity,High,2777452.0,245804.5,4.5808,2020-01-20,2024-08-18,8.849999927991554,2777452.0,3,2,2.5999999999999996,High
1732,INV101731,Anjali Deshmukh,41,Jaipur,Telangana,Equity,High,4069195.0,249848.57,4.2027,2021-12-09,2026-02-20,6.139999926275345,4069195.0,3,1,2.1999999999999997,Medium
1733,INV101732,Shilpa Deshmukh,51,Pune,Telangana,Mutual Fund,Medium,4296412.0,566696.74,1.6986,2019-02-04,2020-10-16,13.189999934829341,4296412.0,2,2,2.0,Medium
1734,INV101733,Shilpa Mehta,57,Ahmedabad,Delhi,Debt Fund,Low,4571854.0,938601.63,1.2082,2020-05-24,2021-08-08,20.530000083117265,4571854.0,1,3,1.8000000000000003,Medium
1735,INV101734,Sneha Patil,45,Hyderabad,Karnataka,Equity,High,4225852.0,582322.41,4.1123,2019-08-08,2023-09-17,13.780000104121015,4225852.0,3,2,2.5999999999999996,High
1736,INV101735,Sunil Mehta,57,Pune,Delhi,Debt Fund,Low,2764645.0,313787.21,2.8356,2019-03-12,2022-01-10,11.350000090427525,2764645.0,1,2,1.4,Low
1737,INV101736,Suresh Mehta,53,Nagpur,Gujarat,Fixed Deposit,Low,4212826.0,310906.56,3.7836,2020-02-21,2023-12-03,7.380000028484443,4212826.0,1,1,1.0,Low
1738,INV101737,Nikita Khan,41,Chennai,Tamil Nadu,Debt Fund,Low,2803753.0,225421.74,4.2959,2018-10-07,2023-01-22,8.039999957200223,2803753.0,1,2,1.4,Low
1739,INV101738,Priya Gupta,55,Jaipur,Maharashtra,Fixed Deposit,Low,443212.0,72731.09,4.3397,2020-12-26,2025-04-28,16.41000018050053,443212.0,1,3,1.8000000000000003,Medium
1740,INV101739,Sneha Joshi,43,Nagpur,Tamil Nadu,Gold,Medium,3055319.0,212344.67,4.3342,2021-01-11,2025-05-12,6.949999983635097,3055319.0,2,1,1.6,Low
1741,INV101740,Nikita Mehta,62,Kolkata,Karnataka,Fixed Deposit,Low,4516775.0,812116.15,4.7589,2022-03-19,2026-12-20,17.98000011069845,4516775.0,1,3,1.8000000000000003,Medium
1742,INV101741,Swati Gupta,58,Ahmedabad,Delhi,Fixed Deposit,Low,3311630.0,623579.93,4.5616,2019-11-04,2024-05-26,18.83000003019661,3311630.0,1,3,1.8000000000000003,Medium
1743,INV101742,Priya Khan,65,Nagpur,Tamil Nadu,Fixed Deposit,Low,1403423.0,74241.08,5.1014,2020-08-05,2025-09-10,5.29000023513937,1403423.0,1,1,1.0,Low
1744,INV101743,Swati Joshi,44,Hyderabad,Delhi,Debt Fund,Low,3990419.0,805266.55,2.8411,2023-03-12,2026-01-12,20.179999894747898,3990419.0,1,3,1.8000000000000003,Medium
1745,INV101744,Kavita Joshi,31,Nagpur,Telangana,ETF,Medium,1928981.0,224919.18,3.9342,2018-11-24,2022-10-30,11.659999761532125,1928981.0,2,2,2.0,Medium
1746,INV101745,Rakesh Verma,61,Jaipur,Rajasthan,Fixed Deposit,Low,4630553.0,604287.17,4.0082,2022-10-05,2026-10-07,13.050000075584926,4630553.0,1,2,1.4,Low
1747,INV101746,Nikita Khan,65,Pune,Rajasthan,Gold,Medium,3023264.0,434745.36,5.1397,2018-02-16,2023-04-07,14.379999894154134,3023264.0,2,2,2.0,Medium
1748,INV101747,Swati Deshmukh,39,Pune,West Bengal,ETF,Medium,3307195.0,320136.48,3.3726,2020-05-20,2023-10-03,9.680000120948415,3307195.0,2,2,2.0,Medium
1749,INV101748,Neha Deshmukh,33,Mumbai,Delhi,Equity,High,373371.0,65638.62,1.0658,2022-03-14,2023-04-07,17.57999951790578,373371.0,3,3,3.0,High
1750,INV101749,Swati Mehta,44,Hyderabad,West Bengal,Equity,High,869580.0,36435.4,1.7041,2020-12-26,2022-09-09,4.189999770003911,869580.0,3,1,2.1999999999999997,Medium
1751,INV101750,Priya Verma,57,Mumbai,Tamil Nadu,Debt Fund,Low,3778512.0,179857.17,2.8384,2020-12-23,2023-10-25,4.759999968241467,3778512.0,1,1,1.0,Low
1752,INV101751,Suresh Gupta,58,Delhi,Gujarat,Gold,Medium,1337738.0,125613.6,3.2466,2019-02-28,2022-05-28,9.390000134555496,1337738.0,2,2,2.0,Medium
1753,INV101752,Nikita Agarwal,61,Delhi,West Bengal,Mutual Fund,Medium,3889903.0,210832.74,5.0411,2020-11-09,2025-11-23,5.419999933160287,3889903.0,2,1,1.6,Low
1754,INV101753,Sneha Verma,48,Kolkata,Telangana,Equity,High,706283.0,117808.0,2.8027,2021-01-20,2023-11-09,16.67999937702026,706283.0,3,3,3.0,High
1755,INV101754,Vikas Gupta,47,Pune,Gujarat,Debt Fund,Low,3436610.0,645051.7,4.1863,2020-09-25,2024-12-01,18.770000087295326,3436610.0,1,3,1.8000000000000003,Medium
1756,INV101755,Ritu Mehta,36,Mumbai,Karnataka,Fixed Deposit,Low,557248.0,88490.98,2.3452,2023-02-09,2025-06-14,15.879999569312048,557248.0,1,3,1.8000000000000003,Medium
1757,INV101756,Vikas Joshi,30,Bengaluru,Tamil Nadu,Equity,High,3372658.0,383808.48,2.6548,2019-05-26,2022-01-19,11.379999988139918,3372658.0,3,2,2.5999999999999996,High
1758,INV101757,Anjali Gupta,65,Hyderabad,Tamil Nadu,Gold,Medium,3657856.0,196792.65,4.9068,2021-06-30,2026-05-26,5.379999923452427,3657856.0,2,1,1.6,Low
1759,INV101758,Priya Joshi,25,Kolkata,Telangana,Equity,High,559482.0,120624.32,2.0575,2018-03-18,2020-04-07,21.56000014298941,559482.0,3,3,3.0,High
1760,INV101759,Rakesh Kulkarni,65,Bengaluru,Rajasthan,Equity,High,4281950.0,494565.22,3.8548,2023-03-28,2027-02-02,11.54999988323077,4281950.0,3,2,2.5999999999999996,High
1761,INV101760,Swati Agarwal,61,Chennai,Rajasthan,Gold,Medium,2128681.0,312064.63,1.1205,2023-03-13,2024-04-25,14.659999783903741,2128681.0,2,2,2.0,Medium
1762,INV101761,Rajesh Khan,57,Bengaluru,West Bengal,Debt Fund,Low,230146.0,32795.81,5.2822,2021-01-03,2026-04-15,14.250002172533957,230146.0,1,2,1.4,Low
1763,INV101762,Anjali Patil,56,Kolkata,Tamil Nadu,Mutual Fund,Medium,2189186.0,415069.67,5.2,2021-01-06,2026-03-19,18.96000020098795,2189186.0,2,3,2.4000000000000004,High
1764,INV101763,Rakesh Agarwal,42,Delhi,Tamil Nadu,Mutual Fund,Medium,3763633.0,696648.47,5.4247,2018-09-03,2024-02-04,18.51000004516912,3763633.0,2,3,2.4000000000000004,High
1765,INV101764,Ritu Mehta,47,Delhi,Telangana,Gold,Medium,4584871.0,927060.92,4.0767,2019-02-25,2023-03-24,20.22000008288129,4584871.0,2,3,2.4000000000000004,High
1766,INV101765,Amit Khan,25,Hyderabad,Telangana,Fixed Deposit,Low,4183719.0,505811.63,2.3041,2018-07-13,2020-10-31,12.090000069316318,4183719.0,1,2,1.4,Low
1767,INV101766,Anil Gupta,41,Mumbai,Tamil Nadu,Equity,High,3715926.0,797066.13,3.2192,2018-09-19,2021-12-07,21.450000080733577,3715926.0,3,3,3.0,High
1768,INV101767,Rahul Gupta,53,Nagpur,Maharashtra,Debt Fund,Low,1629298.0,318038.97,4.4274,2018-06-24,2022-11-26,19.52000002455045,1629298.0,1,3,1.8000000000000003,Medium
1769,INV101768,Swati Kulkarni,31,Nagpur,Tamil Nadu,Debt Fund,Low,756036.0,32887.57,4.8685,2020-10-10,2025-08-22,4.350000529075335,756036.0,1,1,1.0,Low
1770,INV101769,Ritu Khan,44,Nagpur,Karnataka,Debt Fund,Low,2214927.0,423494.04,4.4849,2018-05-02,2022-10-25,19.119999891644284,2214927.0,1,3,1.8000000000000003,Medium
1771,INV101770,Anil Agarwal,41,Delhi,Karnataka,Mutual Fund,Medium,4105870.0,185174.74,3.663,2021-02-16,2024-10-15,4.510000073066122,4105870.0,2,1,1.6,Low
1772,INV101771,Amit Kulkarni,38,Chennai,Delhi,Equity,High,4360824.0,835533.88,2.6247,2019-01-15,2021-08-30,19.160000036690313,4360824.0,3,3,3.0,High
1773,INV101772,Rakesh Agarwal,38,Kolkata,Maharashtra,Mutual Fund,Medium,633000.0,29371.2,3.4192,2020-12-12,2024-05-13,4.640000000000001,633000.0,2,1,1.6,Low
1774,INV101773,Rahul Sharma,63,Delhi,Gujarat,Gold,Medium,3963555.0,653986.57,1.8493,2023-03-29,2025-02-01,16.49999987385062,3963555.0,2,3,2.4000000000000004,High
1775,INV101774,Swati Sharma,25,Kolkata,Rajasthan,Fixed Deposit,Low,787860.0,112506.41,4.0493,2023-05-17,2027-06-03,14.280000253852206,787860.0,1,2,1.4,Low
1776,INV101775,Swati Sharma,26,Delhi,Rajasthan,Equity,High,702750.0,40197.3,5.4767,2019-11-15,2025-05-06,5.72,702750.0,3,1,2.1999999999999997,Medium
1777,INV101776,Deepak Joshi,49,Ahmedabad,Rajasthan,Equity,High,490306.0,77370.29,1.611,2018-07-11,2020-02-19,15.780000652653648,490306.0,3,3,3.0,High
1778,INV101777,Neha Kulkarni,51,Kolkata,Delhi,Fixed Deposit,Low,4357513.0,286288.6,2.4219,2022-07-06,2024-12-06,6.569999905909632,4357513.0,1,1,1.0,Low
1779,INV101778,Sunil Agarwal,28,Delhi,Tamil Nadu,Debt Fund,Low,773803.0,96957.52,2.7178,2019-06-10,2022-02-26,12.530000529850621,773803.0,1,2,1.4,Low
1780,INV101779,Amit Patil,46,Delhi,Tamil Nadu,Equity,High,1305154.0,95406.76,3.2274,2021-08-19,2024-11-09,7.310000199210208,1305154.0,3,1,2.1999999999999997,Medium
