investment_id,client_id,client_name,age,city,state,asset_type,risk_category,investment_amount,annual_return_amount,investment_years,investment_start_date,investment_end_date,roi_percent,total_invested,asset_risk_score,roi_risk_score,risk_score,risk_level,years_invested,ending_value,cagr_percent
1596,INV101595,Kavita Khan,31,Nagpur,Delhi,ETF,Medium,2136167.0,444963.59,2.9945,2020-07-30,2023-07-28,20.830000182569997,2136167.0,2,3,2.4000000000000004,High,2.9945205479452053,2581130.59,6.522589148342783
1597,INV101596,Suresh Mehta,44,Jaipur,Maharashtra,Mutual Fund,Medium,1558108.0,340134.98,4.8466,2021-10-30,2026-09-03,21.83000023104945,1558108.0,2,3,2.4000000000000004,High,4.846575342465753,1898242.98,4.158275645591525
1598,INV101597,Sunil Joshi,42,Jaipur,Gujarat,Gold,Medium,4653393.0,369014.06,2.4767,2018-03-01,2020-08-21,7.92999989470049,4653393.0,2,1,1.6,Low,2.4767123287671233,5022407.06,3.1291695112102946
1599,INV101598,Sneha Mehta,25,Hyderabad,Gujarat,Fixed Deposit,Low,4960443.0,270840.19,1.663,2023-04-07,2024-12-04,5.460000044350878,4960443.0,1,1,1.0,Low,1.663013698630137,5231283.19,3.2483426351835654
1600,INV101599,Rahul Agarwal,39,Nagpur,Delhi,Fixed Deposit,Low,3703787.0,709275.21,5.2247,2020-08-01,2025-10-21,19.1499999865003,3703787.0,1,3,1.8000000000000003,Medium,5.2246575342465755,4413062.21,3.4104453573894578
1601,INV101600,Rajesh Kulkarni,27,Chennai,Gujarat,Mutual Fund,Medium,3502732.0,368487.41,2.6082,2021-04-05,2023-11-13,10.520000102776917,3502732.0,2,2,2.0,Medium,2.6082191780821917,3871219.41,3.909529446326032
1602,INV101601,Prakash Khan,49,Kolkata,Telangana,Mutual Fund,Medium,1781793.0,301301.2,1.0466,2019-12-06,2020-12-22,16.910000207655997,1781793.0,2,3,2.4000000000000004,High,1.0465753424657533,2083094.2,16.099963909341476
1603,INV101602,Prakash Patil,41,Chennai,Karnataka,ETF,Medium,3432469.0,220364.51,1.4959,2018-08-29,2020-02-26,6.42000000582671,3432469.0,2,1,1.6,Low,1.4958904109589042,3652833.51,4.247343358077016
1604,INV101603,Shilpa Joshi,65,Ahmedabad,Rajasthan,Fixed Deposit,Low,4854043.0,801887.9,1.5671,2018-11-06,2020-05-31,16.519999925835023,4854043.0,1,3,1.8000000000000003,Medium,1.5671232876712329,5655930.9,10.248054121150885
1605,INV101604,Sunil Kulkarni,30,Bengaluru,Telangana,Mutual Fund,Medium,1022805.0,177149.83,4.5863,2018-10-30,2023-05-31,17.32000039108139,1022805.0,2,3,2.4000000000000004,High,4.586301369863014,1199954.83,3.5442355510173273
1606,INV101605,Anjali Patil,48,Hyderabad,Telangana,Mutual Fund,Medium,2208416.0,441020.68,2.5781,2023-05-26,2025-12-22,19.970000217350353,2208416.0,2,3,2.4000000000000004,High,2.578082191780822,2649436.68,7.31764074777943
1607,INV101606,Suresh Verma,48,Chennai,Maharashtra,Debt Fund,Low,1897073.0,400092.7,2.3507,2021-11-13,2024-03-20,21.090000226664973,1897073.0,1,3,1.8000000000000003,Medium,2.350684931506849,2297165.7,8.481309992190988
1608,INV101607,Swati Kulkarni,56,Kolkata,Gujarat,Fixed Deposit,Low,2440397.0,260146.32,3.189,2022-01-30,2025-04-08,10.659999991804613,2440397.0,1,2,1.4,Low,3.1890410958904107,2700543.32,3.227241949959514
1609,INV101608,Neha Deshmukh,48,Chennai,West Bengal,Fixed Deposit,Low,2450253.0,416297.98,4.5644,2023-02-20,2027-09-13,16.98999980818307,2450253.0,1,3,1.8000000000000003,Medium,4.564383561643836,2866550.98,3.4976636903992997
1610,INV101609,Shilpa Agarwal,29,Delhi,Tamil Nadu,Mutual Fund,Medium,2472092.0,273660.58,5.3589,2021-05-02,2026-09-09,11.069999822013097,2472092.0,2,2,2.0,Medium,5.358904109589041,2745752.58,1.9784953715933584
1611,INV101610,Swati Gupta,64,Ahmedabad,Delhi,Debt Fund,Low,3079453.0,281462.0,1.0438,2021-11-29,2022-12-15,9.139999863612141,3079453.0,1,2,1.4,Low,1.0438356164383562,3360915.0,8.739873250022189
1612,INV101611,Swati Agarwal,50,Kolkata,Karnataka,Equity,High,3547901.0,522605.82,3.0822,2023-04-10,2026-05-09,14.730000076101335,3547901.0,3,2,2.5999999999999996,High,3.0821917808219177,4070506.82,4.5591078861405565
1613,INV101612,Sunil Gupta,62,Bengaluru,Karnataka,Gold,Medium,2209315.0,93674.96,1.7644,2019-07-20,2021-04-24,4.2400001810515935,2209315.0,2,1,1.6,Low,1.7643835616438357,2302989.96,2.3814703113159696
1614,INV101613,Priya Khan,37,Nagpur,Gujarat,Equity,High,2598430.0,128622.29,4.6493,2019-06-27,2024-02-18,4.950000192423887,2598430.0,3,1,2.1999999999999997,Medium,4.64931506849315,2727052.29,1.0445788801999978
1615,INV101614,Anjali Khan,51,Kolkata,Telangana,Equity,High,2856964.0,569964.32,1.3123,2022-07-17,2023-11-08,19.950000070004382,2856964.0,3,3,3.0,High,1.3123287671232877,3426928.32,14.867857913562954
1616,INV101615,Ritu Joshi,47,Nagpur,Delhi,Equity,High,351598.0,15962.55,1.6822,2022-02-05,2023-10-12,4.5400002275325795,351598.0,3,1,2.1999999999999997,Medium,1.6821917808219178,367560.55,2.6745296377109318
1617,INV101616,Neha Patil,38,Bengaluru,Karnataka,Gold,Medium,4805201.0,578546.2,2.5753,2021-02-14,2023-09-12,12.039999991675685,4805201.0,2,2,2.0,Medium,2.5753424657534247,5383747.2,4.513278089728168
1618,INV101617,Ritu Sharma,32,Delhi,Karnataka,ETF,Medium,4440323.0,815243.3,4.8164,2022-09-25,2027-07-19,18.359999936941527,4440323.0,2,3,2.4000000000000004,High,4.816438356164384,5255566.3,3.5616547730846992
1619,INV101618,Anil Deshmukh,53,Kolkata,Karnataka,Fixed Deposit,Low,412358.0,67832.89,5.1616,2019-12-01,2025-01-27,16.449999757492275,412358.0,1,3,1.8000000000000003,Medium,5.161643835616438,480190.89,2.994408771161816
1620,INV101619,Rajesh Sharma,27,Nagpur,Rajasthan,Fixed Deposit,Low,2917185.0,330225.34,1.6247,2018-01-07,2019-08-23,11.319999931440757,2917185.0,1,2,1.4,Low,1.6246575342465754,3247410.34,6.8234181754310175
1621,INV101620,Amit Patil,55,Nagpur,Delhi,Debt Fund,Low,3282709.0,323675.11,1.2027,2018-04-04,2019-06-17,9.860000079202877,3282709.0,1,2,1.4,Low,1.2027397260273973,3606384.11,8.132307789946935
1622,INV101621,Amit Khan,44,Jaipur,Delhi,Mutual Fund,Medium,4084887.0,650722.5,3.3863,2018-09-03,2022-01-21,15.930000022032434,4084887.0,2,3,2.4000000000000004,High,3.3863013698630136,4735609.5,4.461800773737501
1623,INV101622,Rahul Deshmukh,32,Chennai,West Bengal,Debt Fund,Low,4638300.0,858549.33,1.9205,2020-10-09,2022-09-10,18.509999999999998,4638300.0,1,3,1.8000000000000003,Medium,1.9205479452054794,5496849.33,9.24538555093941
1624,INV101623,Nikita Patil,61,Delhi,West Bengal,Mutual Fund,Medium,4546116.0,816482.43,1.1479,2022-01-16,2023-03-11,17.959999920811526,4546116.0,2,3,2.4000000000000004,High,1.1479452054794521,5362598.43,15.475462546463238
1625,INV101624,Sunil Patil,35,Kolkata,Telangana,ETF,Medium,3154877.0,595956.27,2.1945,2021-10-30,2024-01-09,18.890000148975698,3154877.0,2,3,2.4000000000000004,High,2.1945205479452055,3750833.27,8.203735199330065
1626,INV101625,Ritu Deshmukh,47,Nagpur,Telangana,Gold,Medium,4580635.0,680682.36,3.0384,2019-08-12,2022-08-25,14.859999978168965,4580635.0,2,2,2.0,Medium,3.0383561643835617,5261317.36,4.6653862680665625
1627,INV101626,Rahul Joshi,54,Ahmedabad,Karnataka,Gold,Medium,4455338.0,458899.81,1.5123,2020-03-24,2021-09-27,10.299999910220055,4455338.0,2,2,2.0,Medium,1.5123287671232877,4914237.81,6.697019048830755
1628,INV101627,Kavita Sharma,31,Kolkata,Delhi,Mutual Fund,Medium,1213286.0,215479.59,2.1205,2022-08-27,2024-10-09,17.75999970328513,1213286.0,2,3,2.4000000000000004,High,2.1205479452054794,1428765.59,8.014204807075508
1629,INV101628,Priya Joshi,65,Pune,Rajasthan,ETF,Medium,3171419.0,495058.51,2.2466,2021-02-07,2023-05-08,15.610000129279669,3171419.0,2,3,2.4000000000000004,High,2.2465753424657535,3666477.51,6.669592527351398
1630,INV101629,Kavita Mehta,37,Kolkata,Tamil Nadu,Mutual Fund,Medium,3846878.0,792841.56,2.4466,2020-12-29,2023-06-10,20.610000109179445,3846878.0,2,3,2.4000000000000004,High,2.4465753424657533,4639719.5600000005,7.960323707190242
1631,INV101630,Shilpa Sharma,65,Jaipur,Tamil Nadu,Debt Fund,Low,2017735.0,437444.95,1.9041,2018-10-18,2020-09-12,21.680000099121045,2017735.0,1,3,1.8000000000000003,Medium,1.904109589041096,2455179.95,10.855031047352238
1632,INV101631,Anil Patil,36,Chennai,Maharashtra,Gold,Medium,3103348.0,436951.4,4.1753,2022-02-25,2026-04-29,14.080000051557223,3103348.0,2,2,2.0,Medium,4.175342465753425,3540299.4,3.2052412482836523
1633,INV101632,Sunil Mehta,40,Pune,Maharashtra,Debt Fund,Low,3031439.0,236452.24,3.1836,2023-01-18,2026-03-25,7.799999934024732,3031439.0,1,1,1.0,Low,3.1835616438356165,3267891.24,2.387277749437966
1634,INV101633,Neha Deshmukh,60,Pune,West Bengal,Mutual Fund,Medium,4325318.0,387548.49,3.7233,2018-01-13,2021-10-03,8.959999935264875,4325318.0,2,2,2.0,Medium,3.723287671232877,4712866.49,2.3314646534214
1635,INV101634,Rahul Joshi,43,Delhi,Rajasthan,ETF,Medium,801774.0,63821.21,4.7068,2020-04-01,2024-12-14,7.95999995011063,801774.0,2,1,1.6,Low,4.706849315068493,865595.21,1.6405271880163719
1636,INV101635,Pooja Gupta,41,Nagpur,Delhi,Debt Fund,Low,730642.0,70506.95,1.2521,2020-09-02,2021-12-03,9.649999589402197,730642.0,1,2,1.4,Low,1.252054794520548,801148.95,7.635214284076586
1637,INV101636,Neha Gupta,52,Mumbai,Delhi,Fixed Deposit,Low,2445363.0,129604.24,4.7753,2023-02-24,2027-12-03,5.300000040893725,2445363.0,1,1,1.0,Low,4.7753424657534245,2574967.24,1.0873249981425692
1638,INV101637,Vikas Sharma,55,Nagpur,Maharashtra,Debt Fund,Low,1974358.0,289046.01,3.0055,2020-10-14,2023-10-16,14.639999939220749,1974358.0,1,2,1.4,Low,3.0054794520547947,2263404.01,4.650827329729279
1639,INV101638,Ritu Verma,33,Nagpur,Tamil Nadu,Equity,High,1527880.0,244460.8,4.6575,2022-11-11,2027-07-08,16.0,1527880.0,3,3,3.0,High,4.657534246575342,1772340.8,3.237982637370096
1640,INV101639,Kavita Mehta,59,Chennai,Maharashtra,Fixed Deposit,Low,4994707.0,419055.92,4.4795,2023-01-30,2027-07-23,8.390000054057225,4994707.0,1,2,1.4,Low,4.47945205479452,5413762.92,1.8148318462806845
1641,INV101640,Sunil Verma,63,Nagpur,Rajasthan,ETF,Medium,4180952.0,329459.02,3.7123,2020-10-01,2024-06-17,7.880000057403194,4180952.0,2,1,1.6,Low,3.712328767123288,4510411.02,2.0641890430088017
1642,INV101641,Priya Khan,55,Hyderabad,Telangana,ETF,Medium,437551.0,53775.02,3.9753,2021-03-27,2025-03-17,12.290000479944052,437551.0,2,2,2.0,Medium,3.9753424657534246,491326.02,2.9587669053300347
1643,INV101642,Rakesh Khan,30,Hyderabad,Tamil Nadu,Mutual Fund,Medium,4995480.0,1009086.96,2.137,2019-09-25,2021-11-13,20.2,4995480.0,2,3,2.4000000000000004,High,2.136986301369863,6004566.96,8.991139514433598
1644,INV101643,Vikas Deshmukh,32,Mumbai,Karnataka,Equity,High,4499112.0,724357.03,2.8767,2021-07-28,2024-06-12,16.099999955546785,4499112.0,3,3,3.0,High,2.8767123287671232,5223469.03,5.3263209222762065
1645,INV101644,Rajesh Kulkarni,61,Bengaluru,Rajasthan,Equity,High,3152562.0,604030.88,3.1205,2020-09-22,2023-11-05,19.160000025376185,3152562.0,3,3,3.0,High,3.1205479452054794,3756592.88,5.778283418547092
1646,INV101645,Prakash Kulkarni,59,Kolkata,Gujarat,Debt Fund,Low,209987.0,13712.15,3.2192,2020-08-08,2023-10-27,6.529999476158048,209987.0,1,1,1.0,Low,3.219178082191781,223699.15,1.9844203860253984
1647,INV101646,Deepak Agarwal,47,Mumbai,Tamil Nadu,Debt Fund,Low,3976038.0,819859.04,3.3534,2018-07-02,2021-11-07,20.62000011066293,3976038.0,1,3,1.8000000000000003,Medium,3.3534246575342466,4795897.04,5.749775833139625
1648,INV101647,Deepak Sharma,62,Bengaluru,Gujarat,Fixed Deposit,Low,3611697.0,303382.55,3.6384,2019-03-28,2022-11-15,8.400000055375632,3611697.0,1,2,1.4,Low,3.638356164383562,3915079.55,2.241632944774552
1649,INV101648,Pooja Patil,61,Delhi,West Bengal,Mutual Fund,Medium,4095695.0,489025.98,4.1726,2021-07-24,2025-09-24,11.939999926752359,4095695.0,2,2,2.0,Medium,4.1726027397260275,4584720.98,2.7400440112392843
1650,INV101649,Pooja Verma,35,Kolkata,Gujarat,ETF,Medium,3311852.0,486179.87,3.063,2019-01-03,2022-01-25,14.679999891299492,3311852.0,2,2,2.0,Medium,3.063013698630137,3798031.87,4.573415326662977
1651,INV101650,Prakash Joshi,64,Jaipur,Gujarat,Debt Fund,Low,2714146.0,223374.22,4.4438,2019-10-06,2024-03-15,8.230000154744808,2714146.0,1,2,1.4,Low,4.443835616438356,2937520.22,1.795664593760593
1652,INV101651,Rajesh Kulkarni,39,Bengaluru,Delhi,Debt Fund,Low,3672443.0,581347.73,2.8521,2023-06-15,2026-04-21,15.830000084412474,3672443.0,1,3,1.8000000000000003,Medium,2.852054794520548,4253790.73,5.287598421892548
1653,INV101652,Nikita Deshmukh,41,Jaipur,Rajasthan,Debt Fund,Low,3517878.0,501297.61,5.2247,2019-05-16,2024-08-04,14.249999857868861,3517878.0,1,2,1.4,Low,5.2246575342465755,4019175.61,2.5825957644622477
1654,INV101653,Priya Patil,34,Mumbai,West Bengal,Fixed Deposit,Low,2461897.0,487209.42,5.2575,2020-12-12,2026-03-15,19.79000015029061,2461897.0,1,3,1.8000000000000003,Medium,5.257534246575342,2949106.42,3.4941602221825185
1655,INV101654,Priya Joshi,62,Pune,Telangana,Mutual Fund,Medium,4201601.0,715112.49,4.7534,2021-03-24,2025-12-23,17.01999999523991,4201601.0,2,3,2.4000000000000004,High,4.7534246575342465,4916713.49,3.361830671387467
1656,INV101655,Rahul Patil,32,Mumbai,Rajasthan,Debt Fund,Low,266908.0,58613.0,1.7233,2020-07-01,2022-03-22,21.960001198914984,266908.0,1,3,1.8000000000000003,Medium,1.7232876712328766,325521.0,12.209796898670678
1657,INV101656,Sneha Gupta,46,Jaipur,Karnataka,Mutual Fund,Medium,4550098.0,466840.05,5.4,2021-12-24,2027-05-18,10.259999894507766,4550098.0,2,2,2.0,Medium,5.4,5016938.05,1.8251791643792314
1658,INV101657,Kavita Verma,34,Jaipur,Maharashtra,Equity,High,285233.0,13605.61,2.7068,2020-06-05,2023-02-18,4.769998562578664,285233.0,3,1,2.1999999999999997,Medium,2.706849315068493,298838.61,1.736360387569058
1659,INV101658,Anjali Gupta,50,Ahmedabad,Gujarat,Mutual Fund,Medium,3184427.0,188518.08,5.1151,2019-02-22,2024-04-03,5.920000050244518,3184427.0,2,1,1.6,Low,5.115068493150685,3372945.08,1.130746649313319
1660,INV101659,Priya Agarwal,30,Pune,Tamil Nadu,ETF,Medium,3030163.0,463614.94,1.011,2023-05-28,2024-05-31,15.300000033001526,3030163.0,2,3,2.4000000000000004,High,1.010958904109589,3493777.94,15.122197506443126
1661,INV101660,Sunil Verma,29,Ahmedabad,West Bengal,Equity,High,2702696.0,199999.5,3.1753,2020-03-23,2023-05-26,7.399999851999634,2702696.0,3,1,2.1999999999999997,Medium,3.175342465753425,2902695.5,2.273725132574733
1662,INV101661,Anil Sharma,40,Bengaluru,Rajasthan,Debt Fund,Low,2688257.0,538189.05,1.8822,2020-04-14,2022-03-02,20.019999947921647,2688257.0,1,3,1.8000000000000003,Medium,1.8821917808219177,3226446.05,10.181096958032331
1663,INV101662,Anjali Khan,51,Ahmedabad,Maharashtra,Equity,High,3610619.0,279461.91,2.3014,2019-09-09,2021-12-27,7.739999983382351,3610619.0,3,1,2.1999999999999997,Medium,2.3013698630136985,3890080.91,3.2924467267887447
1664,INV101663,Kavita Khan,28,Pune,Rajasthan,Gold,Medium,2832282.0,475540.15,2.5726,2021-03-11,2023-10-06,16.79000007767588,2832282.0,2,3,2.4000000000000004,High,2.5726027397260274,3307822.15,6.218789469518815
1665,INV101664,Deepak Gupta,28,Delhi,West Bengal,Equity,High,740321.0,91651.74,2.6932,2018-03-18,2020-11-25,12.380000027015308,740321.0,3,2,2.5999999999999996,High,2.6931506849315068,831972.74,4.42908192834921
1666,INV101665,Vikas Mehta,46,Delhi,Telangana,Mutual Fund,Medium,4889941.0,732024.17,2.8959,2020-03-11,2023-02-01,14.970000047035334,4889941.0,2,2,2.0,Medium,2.8958904109589043,5621965.17,4.935120295562112
1667,INV101666,Anil Gupta,50,Delhi,Telangana,Equity,High,1486124.0,226188.07,1.0904,2018-10-07,2019-11-09,15.219999811590421,1486124.0,3,3,3.0,High,1.0904109589041096,1712312.07,13.874455430140053
1668,INV101667,Rakesh Agarwal,54,Mumbai,Rajasthan,Gold,Medium,2040960.0,154092.48,1.3781,2020-06-22,2021-11-07,7.550000000000001,2040960.0,2,1,1.6,Low,1.378082191780822,2195052.48,5.423632163861258
1669,INV101668,Sunil Sharma,36,Hyderabad,Telangana,Equity,High,4213010.0,630687.6,2.7671,2022-07-25,2025-04-30,14.970000071207995,4213010.0,3,2,2.5999999999999996,High,2.767123287671233,4843697.6,5.170614133218709
1670,INV101669,Rajesh Mehta,35,Mumbai,Telangana,Debt Fund,Low,1651577.0,336591.39,5.3178,2021-02-12,2026-06-07,20.379999842574705,1651577.0,1,3,1.8000000000000003,Medium,5.317808219178082,1988168.3900000001,3.5495065714503227
1671,INV101670,Swati Sharma,30,Nagpur,Karnataka,ETF,Medium,1305702.0,63195.98,1.3808,2020-07-27,2021-12-13,4.840000245078892,1305702.0,2,1,1.6,Low,1.3808219178082193,1368897.98,3.482233416834557
1672,INV101671,Sneha Kulkarni,59,Pune,Rajasthan,ETF,Medium,2655128.0,131163.32,5.0521,2020-06-18,2025-07-06,4.939999879478504,2655128.0,2,1,1.6,Low,5.052054794520548,2786291.32,0.9590040951457768
1673,INV101672,Nikita Patil,41,Chennai,West Bengal,ETF,Medium,4353973.0,425818.56,4.4904,2018-08-05,2023-01-30,9.780000013780517,4353973.0,2,2,2.0,Medium,4.49041095890411,4779791.56,2.0996824862780095
1674,INV101673,Ritu Patil,46,Nagpur,Karnataka,Debt Fund,Low,4703197.0,926529.81,4.8,2022-06-04,2027-03-22,19.700000021262134,4703197.0,1,3,1.8000000000000003,Medium,4.8,5629726.8100000005,3.81727245906871
1675,INV101674,Rajesh Joshi,34,Kolkata,Telangana,ETF,Medium,3079323.0,336570.0,4.9973,2019-08-01,2024-07-29,10.929999873348786,3079323.0,2,2,2.0,Medium,4.997260273972603,3415893.0,2.097413998589426
1676,INV101675,Rahul Verma,58,Ahmedabad,Maharashtra,Mutual Fund,Medium,840127.0,153743.24,1.4822,2018-06-23,2019-12-16,18.29999988097038,840127.0,2,3,2.4000000000000004,High,1.4821917808219178,993870.24,12.005949905527235
1677,INV101676,Suresh Mehta,28,Bengaluru,Maharashtra,ETF,Medium,4837213.0,555795.77,1.2795,2021-06-11,2022-09-21,11.489999923509673,4837213.0,2,2,2.0,Medium,1.2794520547945205,5393008.77,8.872667320819549
1678,INV101677,Rajesh Gupta,36,Pune,Rajasthan,Equity,High,1467104.0,151845.26,4.463,2021-06-22,2025-12-07,10.349999727354026,1467104.0,3,2,2.5999999999999996,High,4.463013698630137,1618949.26,2.231264839999514
1679,INV101678,Sunil Deshmukh,60,Nagpur,Karnataka,Equity,High,1392062.0,282588.59,2.4274,2022-03-13,2024-08-15,20.300000287343526,1392062.0,3,3,3.0,High,2.4273972602739726,1674650.59,7.91120444196165
1680,INV101679,Neha Kulkarni,62,Delhi,Telangana,ETF,Medium,2626500.0,175712.85,3.1123,2018-12-27,2022-02-05,6.69,2626500.0,2,1,1.6,Low,3.1123287671232878,2802212.85,2.10246541421919
1681,INV101680,Prakash Mehta,26,Ahmedabad,Rajasthan,Fixed Deposit,Low,4726312.0,883820.34,2.6493,2019-08-17,2022-04-10,18.699999915367414,4726312.0,1,3,1.8000000000000003,Medium,2.649315068493151,5610132.34,6.684634619418794
1682,INV101681,Amit Gupta,64,Ahmedabad,West Bengal,Equity,High,2973220.0,125172.56,1.9315,2022-07-06,2024-06-10,4.209999932732862,2973220.0,3,1,2.1999999999999997,Medium,1.9315068493150684,3098392.56,2.15796668067596
1683,INV101682,Nikita Patil,50,Delhi,Karnataka,Fixed Deposit,Low,2827494.0,209517.31,2.4438,2020-10-14,2023-03-25,7.410000162688232,2827494.0,1,1,1.0,Low,2.4438356164383563,3037011.31,2.9682366785241054
1684,INV101683,Ritu Gupta,35,Hyderabad,Karnataka,Equity,High,3673847.0,301255.45,3.7918,2023-03-02,2026-12-15,8.199999891122303,3673847.0,3,2,2.5999999999999996,High,3.791780821917808,3975102.45,2.1002247278772535
1685,INV101684,Anil Sharma,48,Nagpur,Tamil Nadu,Equity,High,3550137.0,365309.1,4.3918,2022-07-16,2026-12-05,10.290000076053403,3550137.0,3,2,2.5999999999999996,High,4.391780821917808,3915446.1,2.2551985055354606
1686,INV101685,Swati Agarwal,39,Delhi,Rajasthan,ETF,Medium,3643630.0,288939.86,2.7699,2019-10-13,2022-07-20,7.930000027445157,3643630.0,2,1,1.6,Low,2.76986301369863,3932569.86,2.7934107883726966
1687,INV101686,Prakash Patil,27,Chennai,Delhi,Debt Fund,Low,1493266.0,233248.15,5.0548,2021-06-28,2026-07-17,15.620000053573843,1493266.0,1,3,1.8000000000000003,Medium,5.054794520547945,1726514.15,2.9129283842436626
1688,INV101687,Deepak Deshmukh,31,Ahmedabad,Maharashtra,Equity,High,4514865.0,202717.44,1.5425,2019-11-27,2021-06-12,4.490000033223584,4514865.0,3,1,2.1999999999999997,Medium,1.5424657534246575,4717582.44,2.8883938241979434
1689,INV101688,Suresh Verma,36,Pune,Karnataka,Equity,High,4683146.0,905252.12,1.8795,2022-10-19,2024-09-04,19.329999961564297,4683146.0,3,3,3.0,High,1.8794520547945206,5588398.12,9.859135958430043
1690,INV101689,Pooja Joshi,34,Ahmedabad,Gujarat,Fixed Deposit,Low,2683636.0,354239.95,4.989,2018-08-19,2023-08-14,13.199999925474245,2683636.0,1,2,1.4,Low,4.989041095890411,3037875.95,2.5163041919109563
1691,INV101690,Rakesh Joshi,45,Ahmedabad,Maharashtra,Gold,Medium,3567719.0,333938.5,4.2685,2022-04-13,2026-07-19,9.360000044846581,3567719.0,2,2,2.0,Medium,4.2684931506849315,3901657.5,2.11829716304186
1692,INV101691,Rahul Agarwal,36,Kolkata,Rajasthan,Mutual Fund,Medium,2763514.0,483614.95,1.0027,2021-10-11,2022-10-12,17.5,2763514.0,2,3,2.4000000000000004,High,1.0027397260273974,3247128.95,17.44823816046983
1693,INV101692,Kavita Kulkarni,50,Pune,Gujarat,ETF,Medium,4568627.0,451837.21,4.5781,2020-03-05,2024-10-01,9.889999993433477,4568627.0,2,2,2.0,Medium,4.578082191780822,5020464.21,2.0813909014256504
1694,INV101693,Sneha Patil,36,Delhi,Karnataka,Equity,High,2684657.0,425518.13,5.011,2018-10-16,2023-10-19,15.849999832380824,2684657.0,3,3,3.0,High,5.010958904109589,3110175.13,2.9796139790256193
1695,INV101694,Deepak Verma,43,Ahmedabad,Delhi,Equity,High,736567.0,35502.53,3.9836,2019-06-03,2023-05-27,4.820000081458985,736567.0,3,1,2.1999999999999997,Medium,3.9835616438356163,772069.53,1.1887264288523491
1696,INV101695,Nikita Khan,42,Nagpur,Telangana,Equity,High,3945626.0,266724.32,4.4192,2021-04-19,2025-09-18,6.76000006082685,3945626.0,3,1,2.1999999999999997,Medium,4.419178082191781,4212350.32,1.4912198951536837
1697,INV101696,Amit Patil,25,Mumbai,West Bengal,Mutual Fund,Medium,366953.0,18457.74,3.2986,2020-05-14,2023-08-31,5.030001117309302,366953.0,2,1,1.6,Low,3.2986301369863016,385410.74,1.4988868091876828
1698,INV101697,Amit Gupta,65,Hyderabad,Karnataka,Debt Fund,Low,4723484.0,475182.49,1.5397,2019-01-22,2020-08-06,10.059999991531674,4723484.0,1,2,1.4,Low,1.5397260273972602,5198666.49,6.423358032796589
1699,INV101698,Priya Patil,51,Jaipur,Maharashtra,Equity,High,4641433.0,936641.18,2.9918,2018-01-04,2020-12-31,20.180000012927042,4641433.0,3,3,3.0,High,2.9917808219178084,5578074.18,6.3368618802591925
1700,INV101699,Sneha Deshmukh,39,Ahmedabad,Telangana,Fixed Deposit,Low,4679364.0,774902.68,5.2411,2020-07-25,2025-10-20,16.560000034192683,4679364.0,1,3,1.8000000000000003,Medium,5.241095890410959,5454266.68,2.9669000870268025
1701,INV101700,Ritu Agarwal,30,Pune,Gujarat,Mutual Fund,Medium,3432671.0,553346.57,2.2027,2019-02-22,2021-05-06,16.1200001398328,3432671.0,2,3,2.4000000000000004,High,2.202739726027397,3986017.57,7.0203825096435635
1702,INV101701,Rakesh Sharma,29,Nagpur,Karnataka,Mutual Fund,Medium,1078747.0,91262.0,5.3589,2023-05-31,2028-10-07,8.46000035226054,1078747.0,2,2,2.0,Medium,5.358904109589041,1170009.0,1.5269863643970982
1703,INV101702,Sunil Gupta,36,Jaipur,Delhi,Fixed Deposit,Low,1478042.0,85430.83,5.1014,2020-11-06,2025-12-12,5.780000162376982,1478042.0,1,1,1.0,Low,5.101369863013699,1563472.83,1.1075827453125076
1704,INV101703,Rakesh Sharma,52,Jaipur,Karnataka,Equity,High,365967.0,41390.87,3.1616,2020-10-06,2023-12-04,11.310000628471967,365967.0,3,2,2.5999999999999996,High,3.1616438356164385,407357.87,3.447107422258777
1705,INV101704,Sunil Verma,64,Kolkata,Rajasthan,Gold,Medium,4714969.0,632277.34,2.4932,2022-07-24,2025-01-19,13.409999938493764,4714969.0,2,2,2.0,Medium,2.493150684931507,5347246.34,5.1769557754875795
1706,INV101705,Swati Joshi,40,Hyderabad,Rajasthan,Mutual Fund,Medium,4420878.0,729886.96,3.3507,2021-04-30,2024-09-04,16.51000004976387,4420878.0,2,3,2.4000000000000004,High,3.350684931506849,5150764.96,4.666056536543595
1707,INV101706,Kavita Agarwal,48,Ahmedabad,Gujarat,Mutual Fund,Medium,339555.0,74124.86,4.9342,2018-11-05,2023-10-11,21.830001030760847,339555.0,2,3,2.4000000000000004,High,4.934246575342466,413679.86,4.0829039273466705
1708,INV101707,Deepak Kulkarni,64,Hyderabad,West Bengal,Mutual Fund,Medium,3168744.0,454714.76,3.5123,2019-10-25,2023-04-29,14.34999987376702,3168744.0,2,2,2.0,Medium,3.5123287671232877,3623458.76,3.891615701380835
1709,INV101708,Prakash Patil,62,Kolkata,Tamil Nadu,ETF,Medium,3850347.0,589488.13,5.1397,2020-06-29,2025-08-18,15.310000111678246,3850347.0,2,3,2.4000000000000004,High,5.13972602739726,4439835.13,2.810392599468048
1710,INV101709,Anjali Khan,64,Kolkata,Maharashtra,Fixed Deposit,Low,3656154.0,424479.48,1.3507,2019-09-16,2021-01-21,11.610000016410686,3656154.0,1,2,1.4,Low,1.3506849315068492,4080633.48,8.472017308203483
